melanin_concentration(Cm),blood_concentration(Ch),melanin_blend(Bm),BloodOxy,epidermis_thickness(T),X,Y,Z,sR,sG,sB
0.199736,0.018,1,0.79,0.005,28.605,27.5197,20.0587,170.372,136.3,115.117
0.199736,0.018,1,0.885,0.02,21.4972,20.141,13.3409,153.428,116.127,93.987
0.199736,0.018,1,0.885,0.0125,24.5712,23.2548,16.563,160.959,124.982,105.019
0.199736,0.018,1,0.885,0.005,28.6801,27.5056,20.7215,170.247,136.118,117.307
0.199736,0.018,1,0.98,0.005,28.5308,27.3751,20.9813,169.459,135.892,118.199
0.199736,0.018,1,0.98,0.02,21.3642,20.0677,13.6856,152.357,116.144,95.468
0.199736,0.018,1,0.98,0.0125,24.4281,22.9937,16.7462,160.644,124.007,105.854
0.199736,0.032,0.5,0.6,0.005,25.195,23.3373,15.6502,165.679,123.595,101.628
0.199736,0.032,0.5,0.6,0.02,20.1457,18.1636,10.8614,153.203,108.023,84.146
0.199736,0.032,0.5,0.6,0.0125,22.3887,20.2143,12.7582,159.928,113.772,91.613
0.199736,0.032,0.5,0.695,0.005,24.9485,23.0957,16.2089,164.279,123.046,103.885
0.199736,0.032,0.5,0.695,0.0125,22.0118,19.974,13.0745,157.826,113.542,93.102
0.199736,0.032,0.5,0.695,0.02,19.8908,17.9129,11.0146,152.069,107.285,85.054
0.199736,0.032,0.5,0.79,0.02,19.8327,17.8355,11.4598,151.426,107.044,87.214
0.199736,0.032,0.5,0.79,0.005,24.7632,22.9298,16.7604,163.036,122.733,106.016
0.199736,0.032,0.5,0.79,0.0125,22.0255,19.9071,13.6931,157.487,113.18,95.774
0.199736,0.032,0.5,0.885,0.02,19.7676,17.7082,11.7374,151.086,106.479,88.591
0.199736,0.032,0.5,0.885,0.0125,21.858,19.7492,14.1535,156.367,112.812,97.751
0.199736,0.032,0.5,0.885,0.005,24.6619,22.7867,17.4285,162.144,122.319,108.511
0.199736,0.032,0.5,0.98,0.005,24.635,22.7053,18.0736,161.568,122.029,110.829
0.199736,0.032,0.5,0.98,0.0125,21.6641,19.5609,14.6598,155.104,112.347,99.88
0.199736,0.032,0.728553,0.6,0.005,24.7733,22.8879,15.446,164.542,122.319,101.087
0.199736,0.032,0.5,0.98,0.02,19.656,17.719,12.1656,149.765,106.982,90.486
0.199736,0.032,0.728553,0.6,0.0125,21.6977,19.5189,12.518,157.74,111.699,90.986
0.199736,0.032,0.728553,0.6,0.02,19.4356,17.4105,10.4411,151.148,105.471,82.611
0.199736,0.032,0.728553,0.695,0.005,24.3986,22.4898,15.6854,163.098,121.228,102.231
0.199736,0.032,0.728553,0.695,0.0125,21.4243,19.404,12.9034,155.832,111.911,92.705
0.199736,0.032,0.728553,0.695,0.02,19.1806,17.1363,10.736,149.917,104.576,84.253
0.199736,0.032,0.728553,0.79,0.005,24.1396,22.3049,16.3804,161.27,121.031,104.937
0.199736,0.032,0.728553,0.79,0.0125,21.4208,19.4091,13.2245,155.448,111.996,94.075
0.199736,0.032,0.728553,0.79,0.02,19.2112,17.2123,10.9636,149.622,105.007,85.286
0.199736,0.032,0.728553,0.885,0.0125,21.1604,19.1222,13.7206,154.048,111.132,96.326
0.199736,0.032,0.728553,0.885,0.02,18.7826,16.9936,11.1426,147.026,105.05,86.23
0.199736,0.032,1,0.6,0.0125,20.8895,18.9126,11.8759,154.835,110.451,88.432
0.199736,0.032,1,0.6,0.02,18.329,16.4437,9.81448,147.113,102.748,80.089
0.199736,0.032,0.728553,0.885,0.005,24.0734,22.1913,16.8127,160.748,120.644,106.595
0.199736,0.032,0.728553,0.98,0.02,18.8054,16.8549,11.7219,147.022,104.139,89.039
0.199736,0.032,0.728553,0.98,0.005,23.7516,21.9547,17.57,158.563,120.346,109.412
0.199736,0.032,1,0.6,0.005,24.1266,22.1552,15.1377,162.909,120.085,100.301
0.199736,0.032,0.728553,0.98,0.0125,21.0176,18.9895,14.3079,152.848,110.85,98.785
0.199736,0.032,1,0.695,0.005,23.9311,21.943,15.4402,161.982,119.501,101.599
0.199736,0.032,1,0.695,0.0125,20.6746,18.598,12.4105,153.798,109.258,91.058
0.199736,0.032,1,0.695,0.02,18.1073,16.301,10.2696,145.433,102.626,82.475
0.199736,0.032,1,0.79,0.005,23.5806,21.7342,16.0456,159.694,119.42,103.988
0.199736,0.032,1,0.79,0.0125,20.4043,18.4519,12.8829,151.858,109.283,93.177
0.199736,0.032,1,0.79,0.02,18.0204,16.2123,10.505,144.819,102.364,83.698
0.199736,0.032,1,0.885,0.005,23.4618,21.5573,16.6794,158.803,118.849,106.437
0.199736,0.032,1,0.885,0.0125,20.1506,18.2724,13.2585,150.229,109.031,94.863
0.199736,0.032,1,0.885,0.02,17.809,16.0641,10.8034,143.39,102.143,85.226
0.199736,0.032,1,0.98,0.02,17.8152,15.9422,11.0757,143.56,101.328,86.63
0.199736,0.032,1,0.98,0.0125,20.1292,18.0679,13.4175,150.599,107.829,95.688
0.199736,0.032,1,0.98,0.005,23.262,21.2332,17.1001,158.053,117.647,108.146
0.199736,0.05,0.5,0.6,0.02,17.1752,14.7326,8.89323,145.611,94.682,76.641
0.199736,0.05,0.5,0.6,0.0125,18.8411,16.2874,10.2995,150.86,99.927,82.828
0.199736,0.05,0.5,0.695,0.005,21.0821,18.6083,13.1622,155.8,108.099,94.39
0.199736,0.05,0.5,0.6,0.005,21.2562,18.8696,12.7879,156.542,109.129,92.613
0.199736,0.05,0.5,0.695,0.0125,18.6503,16.2105,10.7529,149.234,100.148,85.062
0.199736,0.05,0.5,0.695,0.02,16.9363,14.5085,9.20632,144.24,93.977,78.482
0.199736,0.05,0.5,0.79,0.005,20.7483,18.3915,13.6722,153.64,107.889,96.618
0.199736,0.05,0.5,0.79,0.0125,18.4428,16.0451,11.1991,147.78,99.81,87.268
0.199736,0.05,0.5,0.79,0.02,16.6084,14.2973,9.49338,142.144,93.709,80.102
0.199736,0.05,0.5,0.885,0.005,20.6235,18.2472,14.2864,152.573,107.466,99.188
0.199736,0.05,0.5,0.885,0.0125,18.3961,15.9678,11.5239,147.335,99.487,88.82
0.199736,0.05,0.5,0.885,0.02,16.6199,14.379,9.85498,141.498,94.341,81.865
0.199736,0.05,0.5,0.98,0.005,20.4172,18.0252,14.83,151.254,106.802,101.447
0.199736,0.05,0.5,0.98,0.02,16.436,14.2598,10.3897,139.845,94.248,84.564
0.199736,0.05,0.728553,0.6,0.0125,18.1959,15.725,9.95917,148.486,98.254,81.499
0.199736,0.05,0.728553,0.6,0.005,20.7898,18.3421,12.1977,155.678,107.227,90.359
0.199736,0.05,0.728553,0.6,0.02,16.4769,14.0728,8.46143,143.18,92.338,74.76
0.199736,0.05,0.5,0.98,0.0125,18.1717,15.7872,12.1129,145.618,99.123,91.555
0.199736,0.05,0.728553,0.695,0.0125,17.9411,15.5247,10.3794,146.823,97.827,83.713
0.199736,0.05,0.728553,0.695,0.02,16.127,13.8228,8.91432,140.836,91.88,77.405
0.199736,0.05,0.728553,0.695,0.005,20.4531,18.1003,12.8237,153.454,106.88,93.225
0.199736,0.05,0.728553,0.79,0.005,20.2589,17.895,13.2329,152.321,106.26,95.085
0.199736,0.05,0.728553,0.79,0.0125,17.7733,15.3779,10.8628,145.528,97.472,86.129
0.199736,0.05,0.728553,0.79,0.02,15.9295,13.7227,9.04225,139.493,91.917,78.136
0.199736,0.05,0.728553,0.885,0.0125,17.676,15.2753,11.3084,144.64,97.164,88.273
0.199736,0.05,0.728553,0.885,0.005,19.9847,17.6128,13.9514,150.522,105.446,98.202
0.199736,0.05,0.728553,0.885,0.02,15.671,13.5498,9.44775,137.573,91.681,80.356
0.199736,0.05,0.728553,0.98,0.005,19.7323,17.4511,14.3225,148.826,105.295,99.754
0.199736,0.05,0.728553,0.98,0.02,15.56,13.4904,9.8374,136.408,91.732,82.355
0.199736,0.05,0.728553,0.98,0.0125,17.3841,15.054,11.7843,142.643,96.729,90.545
0.199736,0.05,1,0.6,0.005,20.0782,17.5984,12.071,153.305,104.761,90.267
0.199736,0.05,1,0.6,0.0125,17.5672,15.1768,9.54004,146.226,96.572,79.727
0.199736,0.05,1,0.6,0.02,15.5447,13.2086,7.94465,139.715,89.237,72.487
0.199736,0.05,1,0.695,0.0125,17.2917,14.9924,9.91305,144.37,96.325,81.74
0.199736,0.05,1,0.695,0.005,19.7366,17.2768,12.4955,151.495,103.86,92.331
0.199736,0.05,1,0.695,0.02,15.2756,13.0306,8.28415,137.815,88.984,74.539
0.199736,0.05,1,0.79,0.0125,16.9697,14.7223,10.3525,142.359,95.634,84.087
0.199736,0.05,1,0.79,0.02,15.0529,12.9387,8.6544,135.887,89.236,76.617
0.199736,0.05,1,0.79,0.005,19.5712,17.1727,13.0697,150.021,103.82,94.833
0.199736,0.05,1,0.885,0.005,19.3478,16.9583,13.6857,148.439,103.247,97.502
0.199736,0.05,1,0.885,0.02,14.9282,12.879,9.12262,134.492,89.356,79.139
0.199736,0.05,1,0.885,0.0125,16.9297,14.624,10.9341,141.714,95.153,86.94
0.199736,0.05,1,0.98,0.005,19.1409,16.7491,14.1528,147.109,102.627,99.495
0.199736,0.05,1,0.98,0.0125,16.7145,14.5457,11.1546,140.046,95.433,87.98
0.199736,0.05,1,0.98,0.02,14.7327,12.7439,9.39664,133.033,89.131,80.637
0.199736,0.072,0.5,0.6,0.0125,16.3187,13.6408,8.62646,143.345,89.617,76.089
0.199736,0.072,0.5,0.6,0.02,14.8399,12.2791,7.45219,138.209,84.452,70.422
0.199736,0.072,0.5,0.6,0.005,18.2461,15.4609,10.2618,149.431,96.202,83.275
0.199736,0.072,0.5,0.695,0.005,18.0111,15.3005,10.7019,147.765,95.988,85.496
0.199736,0.072,0.5,0.695,0.02,14.605,12.0781,7.83381,136.599,83.838,72.822
0.199736,0.072,0.5,0.79,0.005,17.702,15.0718,11.1903,145.706,95.558,87.916
0.199736,0.072,0.5,0.79,0.02,14.3611,11.8852,8.16696,134.919,83.321,74.851
0.199736,0.072,0.5,0.79,0.0125,15.7832,13.2322,9.30232,139.861,88.676,79.953
0.199736,0.072,0.5,0.695,0.0125,16.0331,13.393,8.87511,141.745,88.856,77.613
0.199736,0.072,0.5,0.885,0.005,17.4141,14.8666,11.8616,143.469,95.25,91.055
0.199736,0.072,0.5,0.885,0.0125,15.6165,13.1056,9.74465,138.465,88.427,82.278
0.199736,0.072,0.5,0.885,0.02,14.1942,11.768,8.5679,133.472,83.127,77.127
0.199736,0.072,0.5,0.98,0.005,17.1438,14.6764,12.5299,141.273,94.984,94.047
0.199736,0.072,0.5,0.98,0.0125,15.365,12.9666,10.4367,136.091,88.477,85.714
0.199736,0.072,0.5,0.98,0.02,13.8586,11.4868,8.91698,131.293,82.245,79.174
0.199736,0.072,0.728553,0.6,0.005,17.627,14.9338,10.0026,147.004,94.624,82.333
0.199736,0.072,0.728553,0.6,0.02,14.0144,11.6162,6.98883,134.604,82.301,68.104
0.199736,0.072,0.728553,0.6,0.0125,15.7144,13.0685,8.09067,141.401,87.411,73.534
0.199736,0.072,0.728553,0.695,0.005,17.3971,14.7844,10.2865,145.483,94.442,83.817
0.199736,0.072,0.728553,0.695,0.0125,15.4116,12.9026,8.50366,139.125,87.407,75.935
0.199736,0.072,0.728553,0.79,0.005,17.1228,14.5585,10.8193,143.586,93.897,86.508
0.199736,0.072,0.728553,0.79,0.02,13.6573,11.28,7.69118,132.025,81.084,72.599
0.199736,0.072,0.728553,0.79,0.0125,15.1862,12.7564,8.98454,137.271,87.25,78.61
0.199736,0.072,0.728553,0.695,0.02,13.8217,11.3943,7.25471,133.529,81.261,69.937
0.199736,0.072,0.728553,0.885,0.005,16.8997,14.353,11.5075,141.794,93.328,89.798
0.199736,0.072,0.728553,0.885,0.0125,14.9348,12.4716,9.60047,135.54,86.074,81.989
0.199736,0.072,0.728553,0.885,0.02,13.497,11.1587,8.08453,130.621,80.814,74.92
0.199736,0.072,0.728553,0.98,0.005,16.7205,14.2172,11.8981,140.421,93.064,91.607
0.199736,0.072,0.728553,0.98,0.0125,14.7121,12.281,9.82351,134.155,85.478,83.222
0.199736,0.072,0.728553,0.98,0.02,13.3483,11.0469,8.54694,129.166,80.59,77.523
0.199736,0.072,1,0.6,0.005,17.5027,14.6205,10.0651,147.112,92.749,82.911
0.199736,0.072,1,0.6,0.0125,15.1174,12.4786,8.05741,138.93,85.047,73.814
0.199736,0.072,1,0.6,0.02,13.5585,11.0027,6.6692,133.635,78.802,66.681
0.199736,0.072,1,0.695,0.0125,14.6903,12.1431,8.18409,136.604,84.086,74.766
0.199736,0.072,1,0.695,0.005,17.0204,14.3758,10.3474,144.021,92.83,84.4
0.199736,0.072,1,0.695,0.02,13.2726,10.9104,6.84923,131.34,79.353,67.838
0.199736,0.072,1,0.79,0.02,13.0154,10.6394,7.17846,129.787,78.131,70.1
0.199736,0.072,1,0.79,0.0125,14.5999,12.0366,8.45032,135.94,83.619,76.324
0.199736,0.072,1,0.79,0.005,16.7662,14.1582,10.7133,142.425,92.228,86.285
0.199736,0.072,1,0.885,0.005,16.4747,13.9026,11.1695,140.544,91.492,88.559
0.199736,0.072,1,0.885,0.02,12.8532,10.5841,7.5489,128.089,78.476,72.307
0.199736,0.072,1,0.885,0.0125,14.3164,11.887,8.79572,133.73,83.658,78.256
0.199736,0.072,1,0.98,0.005,16.1317,13.7129,11.6829,137.892,91.483,90.951
0.199736,0.072,1,0.98,0.0125,14.0089,11.7069,9.29821,131.182,83.57,80.962
0.199736,0.072,1,0.98,0.02,12.5313,10.3138,8.01909,125.699,77.592,75.18
0.199736,0.098,0.5,0.6,0.005,15.8694,12.9409,8.63643,142.426,85.781,76.751
0.199736,0.098,0.5,0.6,0.0125,14.1743,11.4042,6.93514,136.821,79.63,68.076
0.199736,0.098,0.5,0.6,0.02,13.1246,10.5104,6.22927,132.513,76.157,64.28
0.199736,0.098,0.5,0.695,0.005,15.5678,12.72,8.94614,140.513,85.288,78.55
0.199736,0.098,0.5,0.695,0.0125,13.8511,11.2081,7.17174,134.622,79.409,69.662
0.199736,0.098,0.5,0.695,0.02,12.9253,10.4903,6.49257,130.536,77.013,65.967
0.199736,0.098,0.5,0.79,0.0125,13.4148,10.8819,7.5981,131.688,78.558,72.431
0.199736,0.098,0.5,0.79,0.02,12.6063,10.2392,6.84879,128.305,76.256,68.424
0.199736,0.098,0.5,0.79,0.005,15.0917,12.4697,9.30041,137.213,85.318,80.513
0.199736,0.098,0.5,0.885,0.005,14.9072,12.3624,9.90422,135.354,85.329,83.592
0.199736,0.098,0.5,0.885,0.0125,13.3145,10.9477,8.29337,129.624,79.792,76.244
0.199736,0.098,0.5,0.885,0.02,12.314,10.07,7.16452,125.97,76.147,70.455
0.199736,0.098,0.5,0.98,0.005,14.6291,12.1386,10.488,133.165,84.757,86.529
0.199736,0.098,0.5,0.98,0.0125,13.0532,10.7086,8.64139,127.847,78.9,78.291
0.199736,0.098,0.5,0.98,0.02,12.137,9.92639,7.66392,124.272,75.746,73.484
0.199736,0.098,0.728553,0.6,0.005,15.3427,12.5387,8.25697,140.252,84.604,74.938
0.199736,0.098,0.728553,0.6,0.0125,13.4761,10.8522,6.83569,133.327,77.822,67.891
0.199736,0.098,0.728553,0.6,0.02,12.4395,9.94611,5.87579,129.379,74.002,62.376
0.199736,0.098,0.728553,0.695,0.005,14.9692,12.261,8.68275,137.794,83.955,77.453
0.199736,0.098,0.728553,0.695,0.0125,13.2452,10.694,7.07318,131.691,77.502,69.471
0.199736,0.098,0.728553,0.695,0.02,12.2111,9.79116,6.20822,127.557,73.703,64.743
0.199736,0.098,0.728553,0.79,0.005,14.7855,12.1312,9.33316,135.98,83.777,80.931
0.199736,0.098,0.728553,0.79,0.0125,13.0115,10.5528,7.55862,129.601,77.409,72.447
0.199736,0.098,0.728553,0.79,0.02,11.9138,9.65254,6.52723,125.021,73.925,66.885
0.199736,0.098,0.728553,0.885,0.0125,12.8633,10.4831,7.91815,128.099,77.551,74.531
0.199736,0.098,0.728553,0.885,0.005,14.3766,11.8909,9.5235,133.279,83.561,82.018
0.199736,0.098,0.728553,0.885,0.02,11.7494,9.5723,6.919,123.298,74.059,69.371
0.199736,0.098,0.728553,0.98,0.02,11.592,9.5334,7.30547,121.433,74.569,71.681
0.199736,0.098,0.728553,0.98,0.005,14.1109,11.6649,10.4421,130.716,82.964,86.614
0.199736,0.098,0.728553,0.98,0.0125,12.5699,10.2438,8.24257,126.039,76.78,76.494
0.199736,0.098,1,0.6,0.0125,13.0515,10.4583,6.60593,131.605,76.099,66.778
0.199736,0.098,1,0.6,0.005,14.8906,12.1504,8.26678,138.099,83.267,75.277
0.199736,0.098,1,0.6,0.02,11.8241,9.38684,5.61279,126.629,71.467,61.066
0.199736,0.098,1,0.695,0.0125,12.7134,10.2516,6.97317,129.029,75.866,69.211
0.199736,0.098,1,0.695,0.005,14.5743,11.9227,8.79245,135.74,82.806,78.274
0.199736,0.098,1,0.695,0.02,11.3856,9.0834,5.80962,123.66,70.702,62.684
0.199736,0.098,1,0.79,0.005,14.3335,11.7275,9.14352,134.059,82.249,80.237
0.199736,0.098,1,0.79,0.0125,12.4374,10.0788,7.28699,126.876,75.638,71.213
0.199736,0.098,1,0.79,0.02,11.2038,9.01018,5.9791,122.04,70.961,63.866
0.199736,0.098,1,0.885,0.005,14.0155,11.4929,9.57384,131.747,81.708,82.557
0.199736,0.098,1,0.885,0.0125,12.2051,9.86089,7.51301,125.395,74.721,72.71
0.199736,0.098,1,0.885,0.02,10.9901,8.8881,6.33185,120.038,70.92,66.267
0.199736,0.098,1,0.98,0.005,13.8115,11.3307,10.1062,129.941,81.304,85.254
0.199736,0.098,1,0.98,0.0125,11.9957,9.7883,7.99975,123.09,75.18,75.478
0.199736,0.098,1,0.98,0.02,10.8651,8.85542,6.88396,118.146,71.384,69.716
0.199736,0.128,0.5,0.6,0.005,13.6902,10.86,6.76886,135.173,76.828,67.532
0.199736,0.128,0.5,0.6,0.0125,12.3606,9.69812,5.94246,129.629,71.899,63.133
0.199736,0.128,0.5,0.6,0.02,11.6424,9.1786,5.35214,126.242,70.197,59.414
0.199736,0.128,0.5,0.695,0.005,13.4308,10.748,7.4062,132.619,77.173,71.464
0.199736,0.128,0.5,0.695,0.02,11.2923,8.98632,5.63358,123.472,70.141,61.559
0.199736,0.128,0.5,0.695,0.0125,12.1225,9.64322,6.30892,127.254,72.686,65.561
0.199736,0.128,0.5,0.79,0.005,12.9951,10.4671,7.96125,129.27,76.756,74.829
0.199736,0.128,0.5,0.79,0.0125,11.8202,9.45896,6.61997,124.875,72.468,67.677
0.199736,0.128,0.5,0.79,0.02,11.0129,8.75101,5.79019,121.672,69.197,62.856
0.199736,0.128,0.5,0.885,0.005,12.7069,10.2459,8.31709,127.16,76.133,76.936
0.199736,0.128,0.5,0.885,0.02,10.6641,8.59182,6.29204,118.294,69.544,66.268
0.199736,0.128,0.5,0.885,0.0125,11.4976,9.19813,7.02433,122.452,71.584,70.365
0.199736,0.128,0.5,0.98,0.0125,11.3545,9.19854,7.33323,120.643,72.426,72.148
0.199736,0.128,0.5,0.98,0.005,12.5691,10.2062,9.05529,125.055,76.596,80.813
0.199736,0.128,0.5,0.98,0.02,10.5291,8.55689,6.56174,116.712,69.983,67.977
0.199736,0.128,0.728553,0.6,0.005,13.3744,10.6917,6.80202,133.155,76.785,67.84
0.199736,0.128,0.728553,0.6,0.0125,11.9255,9.39881,5.76938,127.272,71.079,62.183
0.199736,0.128,0.728553,0.695,0.005,13.0088,10.4282,7.32594,130.404,76.175,71.223
0.199736,0.128,0.728553,0.6,0.02,10.8895,8.59776,5.16948,122.095,68.064,58.604
0.199736,0.128,0.728553,0.695,0.0125,11.6037,9.22759,6.09475,124.637,71.102,64.499
0.199736,0.128,0.728553,0.695,0.02,10.5451,8.33167,5.40493,119.666,67.137,60.557
0.199736,0.128,0.728553,0.79,0.005,12.7164,10.2524,7.92172,127.761,76.063,74.757
0.199736,0.128,0.728553,0.79,0.0125,11.3119,9.02798,6.51066,122.208,70.683,67.344
0.199736,0.128,0.728553,0.79,0.02,10.4292,8.31317,5.58778,118.35,67.646,61.83
0.199736,0.128,0.728553,0.885,0.005,12.4719,10.0756,8.34953,125.724,75.662,77.221
0.199736,0.128,0.728553,0.885,0.0125,11.1214,8.88894,6.81682,120.578,70.323,69.35
0.199736,0.128,0.728553,0.885,0.02,10.1111,8.1174,5.86337,115.689,67.362,63.86
0.199736,0.128,0.728553,0.98,0.005,12.1971,9.89386,8.84956,123.281,75.38,79.966
0.199736,0.128,0.728553,0.98,0.0125,10.9261,8.83295,7.27102,118.265,70.906,72.065
0.199736,0.128,0.728553,0.98,0.02,9.9146,8.03008,6.12676,113.694,67.586,65.644
0.199736,0.128,1,0.6,0.005,13.0175,10.3457,6.67537,131.68,75.183,67.345
0.199736,0.128,1,0.6,0.02,10.3552,8.08432,4.86073,119.775,65.292,56.811
0.199736,0.128,1,0.6,0.0125,11.5041,9.04621,5.46691,125.397,69.569,60.376
0.199736,0.128,1,0.695,0.0125,11.2407,8.93987,5.87975,122.844,69.987,63.3
0.199736,0.128,1,0.695,0.005,12.6255,10.1896,7.21396,128.186,75.756,70.711
0.199736,0.128,1,0.695,0.02,10.0715,7.96315,5.06218,117.257,65.638,58.396
0.199736,0.128,1,0.79,0.005,12.3759,9.99694,7.64403,126.177,75.223,73.364
0.199736,0.128,1,0.79,0.0125,10.8654,8.7096,6.14334,119.931,69.658,65.223
0.199736,0.128,1,0.79,0.02,9.8357,7.77831,5.27931,115.439,64.961,60.155
0.199736,0.128,1,0.885,0.005,12.0337,9.74286,8.20897,123.345,74.581,76.684
0.199736,0.128,1,0.885,0.0125,10.5669,8.50335,6.60057,117.282,69.204,68.296
0.199736,0.128,1,0.885,0.02,9.54145,7.61333,5.62305,112.679,64.898,62.684
0.199736,0.128,1,0.98,0.005,11.9818,9.69035,8.72452,122.35,74.439,79.463
0.199736,0.128,1,0.98,0.0125,10.442,8.4644,7.10163,115.444,69.601,71.338
0.199736,0.128,1,0.98,0.02,9.41979,7.56339,5.72041,111.494,65.074,63.37
0.199736,0.162,0.5,0.6,0.005,12.001,9.3941,5.95687,127.708,70.661,63.5
0.199736,0.162,0.5,0.6,0.0125,11.0094,8.62554,5.41694,122.74,67.746,60.413
0.199736,0.162,0.5,0.695,0.0125,10.7198,8.42812,5.61711,120.593,67.26,61.986
0.199736,0.162,0.5,0.6,0.02,10.2743,8.08658,4.76504,119.123,65.778,56.034
0.199736,0.162,0.5,0.695,0.005,11.6351,9.17385,6.34178,124.81,70.419,66.195
0.199736,0.162,0.5,0.695,0.02,9.98788,7.89275,5.02465,116.815,65.313,58.185
0.199736,0.162,0.5,0.79,0.005,11.3558,9.07345,6.74877,122.073,70.98,68.79
0.199736,0.162,0.5,0.79,0.02,9.78076,7.8179,5.1744,114.855,65.724,59.317
0.199736,0.162,0.5,0.79,0.0125,10.3331,8.23282,5.65074,117.684,67.318,62.339
0.199736,0.162,0.5,0.885,0.005,11.1203,8.94941,7.14757,119.802,71.048,71.268
0.199736,0.162,0.5,0.885,0.0125,10.1307,8.13773,6.1406,115.358,67.545,65.673
0.199736,0.162,0.5,0.885,0.02,9.49695,7.65392,5.50302,112.205,65.607,61.783
0.199736,0.162,0.5,0.98,0.005,10.9583,8.78564,7.81927,117.973,70.356,75.248
0.199736,0.162,0.5,0.98,0.0125,9.9577,8.02897,6.5349,113.496,67.426,68.257
0.199736,0.162,0.5,0.98,0.02,9.35411,7.58263,5.88225,110.434,65.732,64.409
0.199736,0.162,0.728553,0.6,0.005,11.8566,9.17998,5.94459,127.343,69.16,63.645
0.199736,0.162,0.728553,0.6,0.0125,10.6641,8.32806,5.20039,121.127,66.349,59.128
0.199736,0.162,0.728553,0.6,0.02,9.85145,7.56078,4.65925,117.582,62.089,55.827
0.199736,0.162,0.728553,0.695,0.005,11.3507,8.89726,6.17997,123.626,68.983,65.393
0.199736,0.162,0.728553,0.695,0.0125,10.2659,8.10421,5.40561,117.995,66.193,60.77
0.199736,0.162,0.728553,0.79,0.005,11.1171,8.83148,6.49894,121.264,69.655,67.444
0.199736,0.162,0.728553,0.695,0.02,9.47721,7.40042,4.79345,114.376,62.53,56.952
0.199736,0.162,0.728553,0.79,0.0125,9.91567,7.92872,5.464,115.239,66.269,61.292
0.199736,0.162,0.728553,0.79,0.02,9.12832,7.23056,4.99154,111.267,62.71,58.553
0.199736,0.162,0.728553,0.885,0.005,10.8396,8.67325,6.98932,118.584,69.611,70.555
0.199736,0.162,0.728553,0.885,0.0125,9.71598,7.84251,5.91876,112.89,66.577,64.445
0.199736,0.162,0.728553,0.885,0.02,8.84055,7.06156,5.20322,108.687,62.518,60.225
0.199736,0.162,0.728553,0.98,0.005,10.6756,8.55377,7.78941,116.303,69.427,75.248
0.199736,0.162,0.728553,0.98,0.0125,9.61683,7.75875,6.37137,111.538,66.32,67.447
0.199736,0.162,0.728553,0.98,0.02,8.81903,7.08637,5.64642,107.573,63.074,63.278
0.199736,0.162,1,0.6,0.005,11.4395,8.78464,5.71587,125.589,67.113,62.456
0.199736,0.162,1,0.6,0.0125,10.1354,7.78117,4.99365,118.838,63.08,58.172
0.199736,0.162,1,0.695,0.005,10.9746,8.47411,5.90445,122.384,66.363,63.979
0.199736,0.162,1,0.6,0.02,9.09113,6.94119,4.48834,113.127,59.171,55.106
0.199736,0.162,1,0.695,0.0125,9.71153,7.5502,5.09633,115.562,62.961,59.097
0.199736,0.162,1,0.695,0.02,8.9101,6.88754,4.48357,111.506,59.686,55.075
0.199736,0.162,1,0.79,0.005,10.656,8.30367,6.35923,119.448,66.41,67.051
0.199736,0.162,1,0.79,0.0125,9.39195,7.42256,5.25499,112.654,63.455,60.305
0.199736,0.162,1,0.79,0.02,8.60201,6.7447,4.70697,108.557,59.959,56.906
0.199736,0.162,1,0.885,0.005,10.4294,8.20326,6.69546,117.185,66.684,69.194
0.199736,0.162,1,0.885,0.02,8.37828,6.59922,4.87801,106.558,59.623,58.321
0.199736,0.162,1,0.98,0.005,10.3185,8.18502,7.54948,114.837,67.338,74.198
0.199736,0.162,1,0.885,0.0125,9.10205,7.27202,5.51928,109.91,63.516,62.264
0.199736,0.162,1,0.98,0.0125,9.04935,7.26682,5.96602,108.622,63.897,65.259
0.199736,0.162,1,0.98,0.02,8.33166,6.60837,5.33969,105.184,60.18,61.623
0.199736,0.2,0.5,0.6,0.005,10.6561,8.16776,5.13182,121.872,64.52,58.848
0.199736,0.2,0.5,0.6,0.0125,9.79484,7.58809,4.66716,116.88,62.784,55.824
0.199736,0.2,0.5,0.6,0.02,9.33938,7.26613,4.56082,113.983,61.69,55.287
0.199736,0.2,0.5,0.695,0.005,10.2974,8.00293,5.35116,118.856,64.818,60.533
0.199736,0.2,0.5,0.695,0.0125,9.48315,7.45583,4.75188,114.234,63.155,56.553
0.199736,0.2,0.5,0.695,0.02,9.04882,7.12773,4.66852,111.468,61.864,56.221
0.199736,0.2,0.5,0.79,0.0125,9.21235,7.33457,5.14995,111.376,63.485,59.601
0.199736,0.2,0.5,0.885,0.005,9.81469,7.83368,6.14148,113.601,65.95,65.952
0.199736,0.2,0.5,0.79,0.02,8.65996,6.90014,4.78262,108.257,61.564,57.277
0.199736,0.2,0.5,0.79,0.005,10.006,7.90071,5.72617,115.878,65.477,63.177
0.199736,0.2,0.5,0.885,0.0125,9.07101,7.27131,5.4567,109.684,63.683,61.819
0.199736,0.2,0.5,0.885,0.02,8.48127,6.858,5.0149,106.101,62.247,59.004
0.199736,0.2,0.5,0.98,0.02,8.36169,6.80064,5.24866,104.647,62.365,60.73
0.199736,0.2,0.5,0.98,0.0125,8.83496,7.11997,5.5918,107.666,63.366,62.868
